TrackId;Name;AlbumId;MediaTypeId;GenreId;Composer;Milliseconds;Bytes;UnitPrice
417;Tuesday's Gone                                                                                                                                                                                          ;35;1;3;Collins/Van Zandt                                                                                                                                                                                                           ;545750;17900787;0.99
418;The More I See                                                                                                                                                                                          ;35;1;3;Molaney/Morris/Roberts/Wainwright                                                                                                                                                                                           ;287973;9378873;0.99
419;A Kind Of Magic                                                                                                                                                                                         ;36;1;1;Roger Taylor                                                                                                                                                                                                                ;262608;8689618;0.99
420;Under Pressure                                                                                                                                                                                          ;36;1;1;Queen & David Bowie                                                                                                                                                                                                         ;236617;7739042;0.99
421;Radio GA GA                                                                                                                                                                                             ;36;1;1;Roger Taylor                                                                                                                                                                                                                ;343745;11358573;0.99
422;I Want It All                                                                                                                                                                                           ;36;1;1;Queen                                                                                                                                                                                                                       ;241684;7876564;0.99
423;I Want To Break Free                                                                                                                                                                                    ;36;1;1;John Deacon                                                                                                                                                                                                                 ;259108;8552861;0.99
424;Innuendo                                                                                                                                                                                                ;36;1;1;Queen                                                                                                                                                                                                                       ;387761;12664591;0.99
425;It's A Hard Life                                                                                                                                                                                        ;36;1;1;Freddie Mercury                                                                                                                                                                                                             ;249417;8112242;0.99
426;Breakthru                                                                                                                                                                                               ;36;1;1;Queen                                                                                                                                                                                                                       ;249234;8150479;0.99
427;Who Wants To Live Forever                                                                                                                                                                               ;36;1;1;Brian May                                                                                                                                                                                                                   ;297691;9577577;0.99
428;Headlong                                                                                                                                                                                                ;36;1;1;Queen                                                                                                                                                                                                                       ;273057;8921404;0.99
429;The Miracle                                                                                                                                                                                             ;36;1;1;Queen                                                                                                                                                                                                                       ;294974;9671923;0.99
430;I'm Going Slightly Mad                                                                                                                                                                                  ;36;1;1;Queen                                                                                                                                                                                                                       ;248032;8192339;0.99
431;The Invisible Man                                                                                                                                                                                       ;36;1;1;Queen                                                                                                                                                                                                                       ;238994;7920353;0.99
432;Hammer To Fall                                                                                                                                                                                          ;36;1;1;Brian May                                                                                                                                                                                                                   ;220316;7255404;0.99
433;Friends Will Be Friends                                                                                                                                                                                 ;36;1;1;Freddie Mercury & John Deacon                                                                                                                                                                                               ;248920;8114582;0.99
434;The Show Must Go On                                                                                                                                                                                     ;36;1;1;Queen                                                                                                                                                                                                                       ;263784;8526760;0.99
435;One Vision                                                                                                                                                                                              ;36;1;1;Queen                                                                                                                                                                                                                       ;242599;7936928;0.99
436;Detroit Rock City                                                                                                                                                                                       ;37;1;1;Paul Stanley, B. Ezrin                                                                                                                                                                                                      ;218880;7146372;0.99
437;Black Diamond                                                                                                                                                                                           ;37;1;1;Paul Stanley                                                                                                                                                                                                                ;314148;10266007;0.99
438;Hard Luck Woman                                                                                                                                                                                         ;37;1;1;Paul Stanley                                                                                                                                                                                                                ;216032;7109267;0.99
439;Sure Know Something                                                                                                                                                                                     ;37;1;1;Paul Stanley, Vincent Poncia                                                                                                                                                                                                ;242468;7939886;0.99
440;Love Gun                                                                                                                                                                                                ;37;1;1;Paul Stanley                                                                                                                                                                                                                ;196257;6424915;0.99
441;Deuce                                                                                                                                                                                                   ;37;1;1;Gene Simmons                                                                                                                                                                                                                ;185077;6097210;0.99
442;Goin' Blind                                                                                                                                                                                             ;37;1;1;Gene Simmons, S. Coronel                                                                                                                                                                                                    ;216215;7045314;0.99
443;Shock Me                                                                                                                                                                                                ;37;1;1;Ace Frehley                                                                                                                                                                                                                 ;227291;7529336;0.99
444;Do You Love Me                                                                                                                                                                                          ;37;1;1;Paul Stanley, B. Ezrin, K. Fowley                                                                                                                                                                                           ;214987;6976194;0.99
445;She                                                                                                                                                                                                     ;37;1;1;Gene Simmons, S. Coronel                                                                                                                                                                                                    ;248346;8229734;0.99
446;I Was Made For Loving You                                                                                                                                                                               ;37;1;1;Paul Stanley, Vincent Poncia, Desmond Child                                                                                                                                                                                 ;271360;9018078;0.99
447;Shout It Out Loud                                                                                                                                                                                       ;37;1;1;Paul Stanley, Gene Simmons, B. Ezrin                                                                                                                                                                                        ;219742;7194424;0.99
448;God Of Thunder                                                                                                                                                                                          ;37;1;1;Paul Stanley                                                                                                                                                                                                                ;255791;8309077;0.99
449;Calling Dr. Love                                                                                                                                                                                        ;37;1;1;Gene Simmons                                                                                                                                                                                                                ;225332;7395034;0.99
450;Beth                                                                                                                                                                                                    ;37;1;1;S. Penridge, Bob Ezrin, Peter Criss                                                                                                                                                                                         ;166974;5360574;0.99
451;Strutter                                                                                                                                                                                                ;37;1;1;Paul Stanley, Gene Simmons                                                                                                                                                                                                  ;192496;6317021;0.99
452;Rock And Roll All Nite                                                                                                                                                                                  ;37;1;1;Paul Stanley, Gene Simmons                                                                                                                                                                                                  ;173609;5735902;0.99
453;Cold Gin                                                                                                                                                                                                ;37;1;1;Ace Frehley                                                                                                                                                                                                                 ;262243;8609783;0.99
454;Plaster Caster                                                                                                                                                                                          ;37;1;1;Gene Simmons                                                                                                                                                                                                                ;207333;6801116;0.99
455;God Gave Rock 'n' Roll To You                                                                                                                                                                           ;37;1;1;Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin                                                                                                                                                                          ;320444;10441590;0.99
456;Heart of the Night                                                                                                                                                                                      ;38;1;2;                                                                                                                                                                                                                            ;273737;9098263;0.99
457;De La Luz                                                                                                                                                                                               ;38;1;2;                                                                                                                                                                                                                            ;315219;10518284;0.99
458;Westwood Moon                                                                                                                                                                                           ;38;1;2;                                                                                                                                                                                                                            ;295627;9765802;0.99
459;Midnight                                                                                                                                                                                                ;38;1;2;                                                                                                                                                                                                                            ;266866;8851060;0.99
460;Playtime                                                                                                                                                                                                ;38;1;2;                                                                                                                                                                                                                            ;273580;9070880;0.99
461;Surrender                                                                                                                                                                                               ;38;1;2;                                                                                                                                                                                                                            ;287634;9422926;0.99
462;Valentino's                                                                                                                                                                                             ;38;1;2;                                                                                                                                                                                                                            ;296124;9848545;0.99
463;Believe                                                                                                                                                                                                 ;38;1;2;                                                                                                                                                                                                                            ;310778;10317185;0.99
464;As We Sleep                                                                                                                                                                                             ;38;1;2;                                                                                                                                                                                                                            ;316865;10429398;0.99
465;When Evening Falls                                                                                                                                                                                      ;38;1;2;                                                                                                                                                                                                                            ;298135;9863942;0.99
466;J Squared                                                                                                                                                                                               ;38;1;2;                                                                                                                                                                                                                            ;288757;9480777;0.99
467;Best Thing                                                                                                                                                                                              ;38;1;2;                                                                                                                                                                                                                            ;274259;9069394;0.99
468;Maria                                                                                                                                                                                                   ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;167262;5484747;0.99
469;Poprocks And Coke                                                                                                                                                                                       ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;158354;5243078;0.99
470;Longview                                                                                                                                                                                                ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;234083;7714939;0.99
471;Welcome To Paradise                                                                                                                                                                                     ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;224208;7406008;0.99
472;Basket Case                                                                                                                                                                                             ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;181629;5951736;0.99
473;When I Come Around                                                                                                                                                                                      ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;178364;5839426;0.99
474;She                                                                                                                                                                                                     ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;134164;4425128;0.99
475;J.A.R. (Jason Andrew Relva)                                                                                                                                                                             ;39;1;4;Mike Dirnt -Words Green Day -Music                                                                                                                                                                                          ;170997;5645755;0.99
476;Geek Stink Breath                                                                                                                                                                                       ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;135888;4408983;0.99
477;Brain Stew                                                                                                                                                                                              ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;193149;6305550;0.99
478;Jaded                                                                                                                                                                                                   ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;90331;2950224;0.99
479;Walking Contradiction                                                                                                                                                                                   ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;151170;4932366;0.99
480;Stuck With Me                                                                                                                                                                                           ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;135523;4431357;0.99
481;Hitchin' A Ride                                                                                                                                                                                         ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;171546;5616891;0.99
482;Good Riddance (Time Of Your Life)                                                                                                                                                                       ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;153600;5075241;0.99
483;Redundant                                                                                                                                                                                               ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;198164;6481753;0.99
484;Nice Guys Finish Last                                                                                                                                                                                   ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;170187;5604618;0.99
485;Minority                                                                                                                                                                                                ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;168803;5535061;0.99
486;Warning                                                                                                                                                                                                 ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;221910;7343176;0.99
487;Waiting                                                                                                                                                                                                 ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;192757;6316430;0.99
488;Macy's Day Parade                                                                                                                                                                                       ;39;1;4;Billie Joe Armstrong -Words Green Day -Music                                                                                                                                                                                ;213420;7075573;0.99
489;Into The Light                                                                                                                                                                                          ;40;1;1;David Coverdale                                                                                                                                                                                                             ;76303;2452653;0.99
490;River Song                                                                                                                                                                                              ;40;1;1;David Coverdale                                                                                                                                                                                                             ;439510;14359478;0.99
491;She Give Me ...                                                                                                                                                                                         ;40;1;1;David Coverdale                                                                                                                                                                                                             ;252551;8385478;0.99
492;Don't You Cry                                                                                                                                                                                           ;40;1;1;David Coverdale                                                                                                                                                                                                             ;347036;11269612;0.99
493;Love Is Blind                                                                                                                                                                                           ;40;1;1;David Coverdale/Earl Slick                                                                                                                                                                                                  ;344999;11409720;0.99
494;Slave                                                                                                                                                                                                   ;40;1;1;David Coverdale/Earl Slick                                                                                                                                                                                                  ;291892;9425200;0.99
495;Cry For Love                                                                                                                                                                                            ;40;1;1;Bossi/David Coverdale/Earl Slick                                                                                                                                                                                            ;293015;9567075;0.99
496;Living On Love                                                                                                                                                                                          ;40;1;1;Bossi/David Coverdale/Earl Slick                                                                                                                                                                                            ;391549;12785876;0.99
497;Midnight Blue                                                                                                                                                                                           ;40;1;1;David Coverdale/Earl Slick                                                                                                                                                                                                  ;298631;9750990;0.99
498;Too Many Tears                                                                                                                                                                                          ;40;1;1;Adrian Vanderberg/David Coverdale                                                                                                                                                                                           ;359497;11810238;0.99
499;Don't Lie To Me                                                                                                                                                                                         ;40;1;1;David Coverdale/Earl Slick                                                                                                                                                                                                  ;283585;9288007;0.99
500;Wherever You May Go                                                                                                                                                                                     ;40;1;1;David Coverdale                                                                                                                                                                                                             ;239699;7803074;0.99
501;Grito De Alerta                                                                                                                                                                                         ;41;1;7;Gonzaga Jr.                                                                                                                                                                                                                 ;202213;6539422;0.99
502;Não Dá Mais Pra Segurar (Explode Coração)                                                                                                                                                               ;41;1;7;                                                                                                                                                                                                                            ;219768;7083012;0.99
503;Começaria Tudo Outra Vez                                                                                                                                                                                ;41;1;7;                                                                                                                                                                                                                            ;196545;6473395;0.99
504;O Que É O Que É ?                                                                                                                                                                                       ;41;1;7;                                                                                                                                                                                                                            ;259291;8650647;0.99
505;Sangrando                                                                                                                                                                                               ;41;1;7;Gonzaga Jr/Gonzaguinha                                                                                                                                                                                                      ;169717;5494406;0.99
506;Diga Lá, Coração                                                                                                                                                                                        ;41;1;7;                                                                                                                                                                                                                            ;255921;8280636;0.99
507;Lindo Lago Do Amor                                                                                                                                                                                      ;41;1;7;Gonzaga Jr.                                                                                                                                                                                                                 ;249678;8353191;0.99
508;Eu Apenas Queria Que Voçê Soubesse                                                                                                                                                                      ;41;1;7;                                                                                                                                                                                                                            ;155637;5130056;0.99
509;Com A Perna No Mundo                                                                                                                                                                                    ;41;1;7;Gonzaga Jr.                                                                                                                                                                                                                 ;227448;7747108;0.99
510;E Vamos À Luta                                                                                                                                                                                          ;41;1;7;                                                                                                                                                                                                                            ;222406;7585112;0.99
511;Um Homem Também Chora (Guerreiro Menino)                                                                                                                                                                ;41;1;7;                                                                                                                                                                                                                            ;207229;6854219;0.99
512;Comportamento Geral                                                                                                                                                                                     ;41;1;7;Gonzaga Jr                                                                                                                                                                                                                  ;181577;5997444;0.99
513;Ponto De Interrogação                                                                                                                                                                                   ;41;1;7;                                                                                                                                                                                                                            ;180950;5946265;0.99
514;Espere Por Mim, Morena                                                                                                                                                                                  ;41;1;7;Gonzaguinha                                                                                                                                                                                                                 ;207072;6796523;0.99
515;Meia-Lua Inteira                                                                                                                                                                                        ;23;1;7;                                                                                                                                                                                                                            ;222093;7466288;0.99
516;Voce e Linda                                                                                                                                                                                            ;23;1;7;                                                                                                                                                                                                                            ;242938;8050268;0.99
